admin_code	name	name_en
US.AL.091	Marengo County	Marengo County
US.AL.093	Marion County	Marion County
US.AL.095	Marshall County	Marshall County
US.AL.097	Mobile County	Mobile County
US.AL.099	Monroe County	Monroe County
US.AL.101	Montgomery County	Montgomery County
US.AL.103	Morgan County	Morgan County
US.AL.105	Perry County	Perry County
US.AL.107	Pickens County	Pickens County
US.AL.109	Pike County	Pike County
US.AL.111	Randolph County	Randolph County
US.AL.115	Saint Clair County	Saint Clair County
US.AL.117	Shelby County	Shelby County
US.AL.119	Sumter County	Sumter County
US.AL.121	Talladega County	Talladega County
US.AL.123	Tallapoosa County	Tallapoosa County
US.AL.125	Tuscaloosa County	Tuscaloosa County
US.AL.127	Walker County	Walker County
US.AL.129	Washington County	Washington County
US.AL.131	Wilcox County	Wilcox County
US.AL.133	Winston County	Winston County
US.AR.001	Arkansas County	Arkansas County
US.AR.003	Ashley County	Ashley County
US.AR.005	Baxter County	Baxter County
US.AR.007	Benton County	Benton County
US.AR.009	Boone County	Boone County
US.AR.011	Bradley County	Bradley County
US.AR.013	Calhoun County	Calhoun County
US.AR.015	Carroll County	Carroll County
US.AR.017	Chicot County	Chicot County
US.AR.019	Clark County	Clark County
US.AR.021	Clay County	Clay County
US.AR.023	Cleburne County	Cleburne County
US.AR.025	Cleveland County	Cleveland County
US.AR.027	Columbia County	Columbia County
US.AR.029	Conway County	Conway County
US.AR.031	Craighead County	Craighead County
US.AR.033	Crawford County	Crawford County
US.AR.035	Crittenden County	Crittenden County
US.AR.037	Cross County	Cross County
US.AR.039	Dallas County	Dallas County
US.AR.041	Desha County	Desha County
US.AR.043	Drew County	Drew County
US.AR.045	Faulkner County	Faulkner County
US.AR.047	Franklin County	Franklin County
US.AR.049	Fulton County	Fulton County
US.AR.051	Garland County	Garland County
US.AR.053	Grant County	Grant County
US.AR.055	Greene County	Greene County
US.AR.057	Hempstead County	Hempstead County
US.AR.059	Hot Spring County	Hot Spring County
US.AR.061	Howard County	Howard County
US.AR.063	Independence County	Independence County
US.AR.065	Izard County	Izard County
US.AR.067	Jackson County	Jackson County
US.AR.069	Jefferson County	Jefferson County
US.AR.071	Johnson County	Johnson County
US.AR.073	Lafayette County	Lafayette County
US.AR.075	Lawrence County	Lawrence County
US.AR.077	Lee County	Lee County
US.AR.079	Lincoln County	Lincoln County
US.AR.081	Little River County	Little River County
US.AR.083	Logan County	Logan County
US.AR.085	Lonoke County	Lonoke County
US.AR.087	Madison County	Madison County
US.AR.089	Marion County	Marion County
US.AR.091	Miller County	Miller County
US.AR.093	Mississippi County	Mississippi County
US.AR.095	Monroe County	Monroe County
US.AR.097	Montgomery County	Montgomery County
US.AR.099	Nevada County	Nevada County
US.AR.101	Newton County	Newton County
US.AR.103	Ouachita County	Ouachita County
US.AR.105	Perry County	Perry County
US.AR.107	Phillips County	Phillips County
US.AR.109	Pike County	Pike County
US.AR.111	Poinsett County	Poinsett County
US.AR.113	Polk County	Polk County
US.AR.115	Pope County	Pope County
US.AR.117	Prairie County	Prairie County
US.AR.119	Pulaski County	Pulaski County
US.AR.121	Randolph County	Randolph County
US.AR.123	Saint Francis County	Saint Francis County
US.AR.125	Saline County	Saline County
US.AR.127	Scott County	Scott County
US.AR.129	Searcy County	Searcy County
US.AR.131	Sebastian County	Sebastian County
US.AR.133	Sevier County	Sevier County
US.AR.135	Sharp County	Sharp County
US.AR.137	Stone County	Stone County
US.AR.139	Union County	Union County
US.AR.141	Van Buren County	Van Buren County
US.AR.143	Washington County	Washington County
US.AR.145	White County	White County
US.AR.147	Woodruff County	Woodruff County
US.AR.149	Yell County	Yell County
US.DC.001	Washington County	Washington County
US.DE.001	Kent County	Kent County
US.DE.003	New Castle County	New Castle County
US.DE.005	Sussex County	Sussex County
US.FL.001	Alachua County	Alachua County
US.FL.003	Baker County	Baker County
US.FL.005	Bay County	Bay County
US.FL.007	Bradford County	Bradford County
US.FL.009	Brevard County	Brevard County
US.FL.011	Broward County	Broward County
US.FL.013	Calhoun County	Calhoun County
US.FL.015	Charlotte County	Charlotte County
US.FL.017	Citrus County	Citrus County
US.FL.019	Clay County	Clay County
US.FL.021	Collier County	Collier County
US.FL.023	Columbia County	Columbia County
US.FL.027	DeSoto County	DeSoto County
US.FL.029	Dixie County	Dixie County
US.FL.031	Duval County	Duval County
US.FL.033	Escambia County	Escambia County
US.FL.035	Flagler County	Flagler County
US.FL.037	Franklin County	Franklin County
US.FL.039	Gadsden County	Gadsden County
US.FL.041	Gilchrist County	Gilchrist County
US.FL.043	Glades County	Glades County
US.FL.045	Gulf County	Gulf County
US.FL.047	Hamilton County	Hamilton County
US.FL.049	Hardee County	Hardee County
US.FL.051	Hendry County	Hendry County
US.FL.053	Hernando County	Hernando County
US.FL.055	Highlands County	Highlands County
US.FL.057	Hillsborough County	Hillsborough County
US.FL.059	Holmes County	Holmes County
US.FL.061	Indian River County	Indian River County
US.FL.063	Jackson County	Jackson County
US.FL.065	Jefferson County	Jefferson County
US.FL.067	Lafayette County	Lafayette County
US.FL.069	Lake County	Lake County
US.FL.071	Lee County	Lee County
US.FL.073	Leon County	Leon County
US.FL.075	Levy County	Levy County
US.FL.077	Liberty County	Liberty County
US.FL.079	Madison County	Madison County
US.FL.081	Manatee County	Manatee County
US.FL.083	Marion County	Marion County
US.FL.085	Martin County	Martin County
US.FL.086	Miami-Dade County	Miami-Dade County
US.FL.087	Monroe County	Monroe County
US.FL.089	Nassau County	Nassau County
US.FL.091	Okaloosa County	Okaloosa County
US.FL.093	Okeechobee County	Okeechobee County
US.FL.095	Orange County	Orange County
US.FL.097	Osceola County	Osceola County
US.FL.099	Palm Beach County	Palm Beach County
US.FL.101	Pasco County	Pasco County
US.FL.103	Pinellas County	Pinellas County
US.FL.105	Polk County	Polk County
US.FL.107	Putnam County	Putnam County
US.FL.109	Saint Johns County	Saint Johns County
US.FL.111	Saint Lucie County	Saint Lucie County
US.FL.113	Santa Rosa County	Santa Rosa County
US.FL.115	Sarasota County	Sarasota County
US.FL.117	Seminole County	Seminole County
US.FL.119	Sumter County	Sumter County
US.FL.121	Suwannee County	Suwannee County
US.FL.123	Taylor County	Taylor County
US.FL.125	Union County	Union County
US.FL.127	Volusia County	Volusia County
US.FL.129	Wakulla County	Wakulla County
US.FL.131	Walton County	Walton County
US.FL.133	Washington County	Washington County
US.GA.001	Appling County	Appling County
US.GA.003	Atkinson County	Atkinson County
US.GA.005	Bacon County	Bacon County
US.GA.007	Baker County	Baker County
US.GA.009	Baldwin County	Baldwin County
US.GA.011	Banks County	Banks County
US.GA.013	Barrow County	Barrow County
US.GA.015	Bartow County	Bartow County
US.GA.017	Ben Hill County	Ben Hill County
US.GA.019	Berrien County	Berrien County
US.GA.021	Bibb County	Bibb County
US.GA.023	Bleckley County	Bleckley County
US.GA.025	Brantley County	Brantley County
US.GA.027	Brooks County	Brooks County
US.GA.029	Bryan County	Bryan County
US.GA.031	Bulloch County	Bulloch County
US.GA.033	Burke County	Burke County
US.GA.035	Butts County	Butts County
US.GA.037	Calhoun County	Calhoun County
US.GA.039	Camden County	Camden County
US.GA.043	Candler County	Candler County
US.GA.045	Carroll County	Carroll County
US.GA.047	Catoosa County	Catoosa County
US.GA.049	Charlton County	Charlton County
US.GA.051	Chatham County	Chatham County
US.GA.053	Chattahoochee County	Chattahoochee County
US.GA.055	Chattooga County	Chattooga County
US.GA.057	Cherokee County	Cherokee County
US.GA.059	Clarke County	Clarke County
US.GA.061	Clay County	Clay County
US.GA.063	Clayton County	Clayton County
US.GA.065	Clinch County	Clinch County
US.GA.067	Cobb County	Cobb County
US.GA.069	Coffee County	Coffee County
US.GA.071	Colquitt County	Colquitt County
US.GA.073	Columbia County	Columbia County
US.GA.075	Cook County	Cook County
US.GA.077	Coweta County	Coweta County
US.GA.079	Crawford County	Crawford County
US.GA.081	Crisp County	Crisp County
US.GA.083	Dade County	Dade County
US.GA.085	Dawson County	Dawson County
US.GA.089	DeKalb County	DeKalb County
US.GA.087	Decatur County	Decatur County
US.GA.091	Dodge County	Dodge County
US.GA.093	Dooly County	Dooly County
US.GA.095	Dougherty County	Dougherty County
US.GA.097	Douglas County	Douglas County
US.GA.099	Early County	Early County
US.GA.101	Echols County	Echols County
US.GA.103	Effingham County	Effingham County
US.GA.105	Elbert County	Elbert County
US.GA.107	Emanuel County	Emanuel County
US.GA.109	Evans County	Evans County
US.GA.111	Fannin County	Fannin County
US.GA.113	Fayette County	Fayette County
US.GA.115	Floyd County	Floyd County
US.GA.117	Forsyth County	Forsyth County
US.GA.119	Franklin County	Franklin County
US.GA.121	Fulton County	Fulton County
US.GA.123	Gilmer County	Gilmer County
US.GA.125	Glascock County	Glascock County
US.GA.127	Glynn County	Glynn County
US.GA.129	Gordon County	Gordon County
US.GA.131	Grady County	Grady County
US.GA.133	Greene County	Greene County
US.GA.135	Gwinnett County	Gwinnett County
US.GA.137	Habersham County	Habersham County
US.GA.139	Hall County	Hall County
US.GA.141	Hancock County	Hancock County
US.GA.143	Haralson County	Haralson County
US.GA.145	Harris County	Harris County
US.GA.147	Hart County	Hart County
US.GA.149	Heard County	Heard County
US.GA.151	Henry County	Henry County
US.GA.153	Houston County	Houston County
US.GA.155	Irwin County	Irwin County
US.GA.157	Jackson County	Jackson County
US.GA.159	Jasper County	Jasper County
US.GA.161	Jeff Davis County	Jeff Davis County
US.GA.163	Jefferson County	Jefferson County
US.GA.165	Jenkins County	Jenkins County
US.GA.167	Johnson County	Johnson County
US.GA.169	Jones County	Jones County
US.GA.171	Lamar County	Lamar County
US.GA.173	Lanier County	Lanier County
US.GA.175	Laurens County	Laurens County
US.GA.177	Lee County	Lee County
US.GA.179	Liberty County	Liberty County
US.GA.181	Lincoln County	Lincoln County
US.GA.185	Lowndes County	Lowndes County
US.GA.187	Lumpkin County	Lumpkin County
US.GA.193	Macon County	Macon County
US.GA.195	Madison County	Madison County
US.GA.197	Marion County	Marion County
US.GA.189	McDuffie County	McDuffie County
US.GA.191	McIntosh County	McIntosh County
US.GA.199	Meriwether County	Meriwether County
US.GA.201	Miller County	Miller County
US.GA.205	Mitchell County	Mitchell County
US.GA.207	Monroe County	Monroe County
US.GA.209	Montgomery County	Montgomery County
US.GA.211	Morgan County	Morgan County
US.GA.213	Murray County	Murray County
US.GA.215	Muscogee County	Muscogee County
US.GA.217	Newton County	Newton County
US.GA.219	Oconee County	Oconee County
US.GA.221	Oglethorpe County	Oglethorpe County
US.GA.223	Paulding County	Paulding County
US.GA.225	Peach County	Peach County
US.GA.227	Pickens County	Pickens County
US.GA.229	Pierce County	Pierce County
US.GA.231	Pike County	Pike County
US.GA.233	Polk County	Polk County
US.GA.235	Pulaski County	Pulaski County
US.GA.237	Putnam County	Putnam County
US.GA.239	Quitman County	Quitman County
US.GA.241	Rabun County	Rabun County
US.GA.243	Randolph County	Randolph County
US.GA.245	Richmond County	Richmond County
US.GA.247	Rockdale County	Rockdale County
US.GA.249	Schley County	Schley County
US.GA.251	Screven County	Screven County
US.GA.253	Seminole County	Seminole County
US.GA.255	Spalding County	Spalding County
US.GA.257	Stephens County	Stephens County
US.GA.259	Stewart County	Stewart County
US.GA.261	Sumter County	Sumter County
US.GA.263	Talbot County	Talbot County
US.GA.265	Taliaferro County	Taliaferro County
US.GA.267	Tattnall County	Tattnall County
US.GA.269	Taylor County	Taylor County
US.GA.271	Telfair County	Telfair County
US.GA.273	Terrell County	Terrell County
US.GA.275	Thomas County	Thomas County
US.GA.277	Tift County	Tift County
US.GA.279	Toombs County	Toombs County
US.GA.281	Towns County	Towns County
US.GA.283	Treutlen County	Treutlen County
US.GA.285	Troup County	Troup County
US.GA.287	Turner County	Turner County
US.GA.289	Twiggs County	Twiggs County
US.GA.291	Union County	Union County
US.GA.293	Upson County	Upson County
US.GA.295	Walker County	Walker County
US.GA.297	Walton County	Walton County
US.GA.299	Ware County	Ware County
US.GA.301	Warren County	Warren County
US.GA.303	Washington County	Washington County
US.GA.305	Wayne County	Wayne County
US.GA.307	Webster County	Webster County
US.GA.309	Wheeler County	Wheeler County
US.GA.311	White County	White County
US.GA.313	Whitfield County	Whitfield County
US.GA.315	Wilcox County	Wilcox County
US.GA.317	Wilkes County	Wilkes County
US.GA.319	Wilkinson County	Wilkinson County
US.GA.321	Worth County	Worth County
US.IL.001	Adams County	Adams County
US.IL.003	Alexander County	Alexander County
US.IL.005	Bond County	Bond County
US.IL.009	Brown County	Brown County
US.IL.013	Calhoun County	Calhoun County
US.IL.017	Cass County	Cass County
US.IL.021	Christian County	Christian County
US.IL.023	Clark County	Clark County
US.IL.025	Clay County	Clay County
US.IL.027	Clinton County	Clinton County
US.IL.029	Coles County	Coles County
US.IL.033	Crawford County	Crawford County
US.IL.035	Cumberland County	Cumberland County
US.IL.041	Douglas County	Douglas County
US.IL.045	Edgar County	Edgar County
US.IL.047	Edwards County	Edwards County
US.IL.049	Effingham County	Effingham County
US.IL.051	Fayette County	Fayette County
US.IL.055	Franklin County	Franklin County
US.IL.059	Gallatin County	Gallatin County
US.IL.061	Greene County	Greene County
US.IL.065	Hamilton County	Hamilton County
US.IL.069	Hardin County	Hardin County
US.IL.077	Jackson County	Jackson County
US.IL.079	Jasper County	Jasper County
US.IL.081	Jefferson County	Jefferson County
US.IL.083	Jersey County	Jersey County
US.IL.087	Johnson County	Johnson County
US.IL.101	Lawrence County	Lawrence County
US.IL.115	Macon County	Macon County
US.IL.117	Macoupin County	Macoupin County
US.IL.119	Madison County	Madison County
US.IL.121	Marion County	Marion County
US.IL.127	Massac County	Massac County
US.IL.133	Monroe County	Monroe County
US.IL.135	Montgomery County	Montgomery County
US.IL.137	Morgan County	Morgan County
US.IL.139	Moultrie County	Moultrie County
US.IL.145	Perry County	Perry County
US.IL.149	Pike County	Pike County
US.IL.151	Pope County	Pope County
US.IL.153	Pulaski County	Pulaski County
US.IL.157	Randolph County	Randolph County
US.IL.159	Richland County	Richland County
US.IL.163	Saint Clair County	Saint Clair County
US.IL.165	Saline County	Saline County
US.IL.167	Sangamon County	Sangamon County
US.IL.171	Scott County	Scott County
US.IL.173	Shelby County	Shelby County
US.IL.181	Union County	Union County
US.IL.185	Wabash County	Wabash County
US.IL.189	Washington County	Washington County
US.IL.191	Wayne County	Wayne County
US.IL.193	White County	White County
US.IL.199	Williamson County	Williamson County
US.IN.005	Bartholomew County	Bartholomew County
US.IN.013	Brown County	Brown County
US.IN.019	Clark County	Clark County
US.IN.021	Clay County	Clay County
US.IN.025	Crawford County	Crawford County
US.IN.027	Daviess County	Daviess County
US.IN.031	Decatur County	Decatur County
US.IN.029	Dearborn County	Dearborn County
US.IN.037	Dubois County	Dubois County
US.IN.041	Fayette County	Fayette County
US.IN.043	Floyd County	Floyd County
US.IN.047	Franklin County	Franklin County
US.IN.051	Gibson County	Gibson County
US.IN.055	Greene County	Greene County
US.IN.059	Hancock County	Hancock County
US.IN.061	Harrison County	Harrison County
US.IN.063	Hendricks County	Hendricks County
US.IN.065	Henry County	Henry County
US.IN.071	Jackson County	Jackson County
US.IN.077	Jefferson County	Jefferson County
US.IN.079	Jennings County	Jennings County
US.IN.081	Johnson County	Johnson County
US.IN.083	Knox County	Knox County
US.IN.093	Lawrence County	Lawrence County
US.IN.097	Marion County	Marion County
US.IN.101	Martin County	Martin County
US.IN.105	Monroe County	Monroe County
US.IN.109	Morgan County	Morgan County
US.IN.115	Ohio County	Ohio County
US.IN.117	Orange County	Orange County
US.IN.119	Owen County	Owen County
US.IN.121	Parke County	Parke County
US.IN.123	Perry County	Perry County
US.IN.125	Pike County	Pike County
US.IN.129	Posey County	Posey County
US.IN.133	Putnam County	Putnam County
US.IN.137	Ripley County	Ripley County
US.IN.139	Rush County	Rush County
US.IN.143	Scott County	Scott County
US.IN.145	Shelby County	Shelby County
US.IN.147	Spencer County	Spencer County
US.IN.153	Sullivan County	Sullivan County
US.IN.155	Switzerland County	Switzerland County
US.IN.161	Union County	Union County
US.IN.163	Vanderburgh County	Vanderburgh County
US.IN.165	Vermillion County	Vermillion County
US.IN.167	Vigo County	Vigo County
US.IN.173	Warrick County	Warrick County
US.IN.175	Washington County	Washington County
US.IN.177	Wayne County	Wayne County
US.KS.001	Allen County	Allen County
US.KS.003	Anderson County	Anderson County
US.KS.005	Atchison County	Atchison County
US.KS.007	Barber County	Barber County
US.KS.009	Barton County	Barton County
US.KS.011	Bourbon County	Bourbon County
US.KS.013	Brown County	Brown County
US.KS.015	Butler County	Butler County
US.KS.017	Chase County	Chase County
US.KS.019	Chautauqua County	Chautauqua County
US.KS.021	Cherokee County	Cherokee County
US.KS.025	Clark County	Clark County
US.KS.027	Clay County	Clay County
US.KS.029	Cloud County	Cloud County
US.KS.031	Coffey County	Coffey County
US.KS.033	Comanche County	Comanche County
US.KS.035	Cowley County	Cowley County
US.KS.037	Crawford County	Crawford County
US.KS.041	Dickinson County	Dickinson County
US.KS.043	Doniphan County	Doniphan County
US.KS.045	Douglas County	Douglas County
US.KS.047	Edwards County	Edwards County
US.KS.049	Elk County	Elk County
US.KS.051	Ellis County	Ellis County
US.KS.053	Ellsworth County	Ellsworth County
US.KS.057	Ford County	Ford County
US.KS.059	Franklin County	Franklin County
US.KS.061	Geary County	Geary County
US.KS.065	Graham County	Graham County
US.KS.073	Greenwood County	Greenwood County
US.KS.077	Harper County	Harper County
US.KS.079	Harvey County	Harvey County
US.KS.083	Hodgeman County	Hodgeman County
US.KS.085	Jackson County	Jackson County
US.KS.087	Jefferson County	Jefferson County
US.KS.089	Jewell County	Jewell County
US.KS.091	Johnson County	Johnson County
US.KS.095	Kingman County	Kingman County
US.KS.097	Kiowa County	Kiowa County
US.KS.099	Labette County	Labette County
US.KS.103	Leavenworth County	Leavenworth County
US.KS.105	Lincoln County	Lincoln County
US.KS.107	Linn County	Linn County
US.KS.111	Lyon County	Lyon County
US.KS.115	Marion County	Marion County
US.KS.117	Marshall County	Marshall County
US.KS.113	McPherson County	McPherson County
US.KS.121	Miami County	Miami County
US.KS.123	Mitchell County	Mitchell County
US.KS.125	Montgomery County	Montgomery County
US.KS.127	Morris County	Morris County
US.KS.131	Nemaha County	Nemaha County
US.KS.133	Neosho County	Neosho County
US.KS.135	Ness County	Ness County
US.KS.137	Norton County	Norton County
US.KS.139	Osage County	Osage County
US.KS.141	Osborne County	Osborne County
US.KS.143	Ottawa County	Ottawa County
US.KS.145	Pawnee County	Pawnee County
US.KS.147	Phillips County	Phillips County
US.KS.149	Pottawatomie County	Pottawatomie County
US.KS.151	Pratt County	Pratt County
US.KS.155	Reno County	Reno County
US.KS.157	Republic County	Republic County
US.KS.159	Rice County	Rice County
US.KS.161	Riley County	Riley County
US.KS.163	Rooks County	Rooks County
US.KS.165	Rush County	Rush County
US.KS.167	Russell County	Russell County
US.KS.169	Saline County	Saline County
US.KS.173	Sedgwick County	Sedgwick County
US.KS.177	Shawnee County	Shawnee County
US.KS.183	Smith County	Smith County
US.KS.185	Stafford County	Stafford County
US.KS.191	Sumner County	Sumner County
US.KS.195	Trego County	Trego County
US.KS.197	Wabaunsee County	Wabaunsee County
US.KS.201	Washington County	Washington County
US.KS.205	Wilson County	Wilson County
US.KS.207	Woodson County	Woodson County
US.KS.209	Wyandotte County	Wyandotte County
US.KY.001	Adair County	Adair County
US.KY.003	Allen County	Allen County
US.KY.005	Anderson County	Anderson County
US.KY.007	Ballard County	Ballard County
US.KY.009	Barren County	Barren County
US.KY.011	Bath County	Bath County
US.KY.013	Bell County	Bell County
US.KY.017	Bourbon County	Bourbon County
US.KY.019	Boyd County	Boyd County
US.KY.021	Boyle County	Boyle County
US.KY.023	Bracken County	Bracken County
US.KY.025	Breathitt County	Breathitt County
US.KY.027	Breckinridge County	Breckinridge County
US.KY.029	Bullitt County	Bullitt County
US.KY.031	Butler County	Butler County
US.KY.033	Caldwell County	Caldwell County
US.KY.035	Calloway County	Calloway County
US.KY.037	Campbell County	Campbell County
US.KY.039	Carlisle County	Carlisle County
US.KY.041	Carroll County	Carroll County
US.KY.043	Carter County	Carter County
US.KY.045	Casey County	Casey County
US.KY.047	Christian County	Christian County
US.KY.049	Clark County	Clark County
US.KY.051	Clay County	Clay County
US.KY.053	Clinton County	Clinton County
US.KY.055	Crittenden County	Crittenden County
US.KY.057	Cumberland County	Cumberland County
US.KY.059	Daviess County	Daviess County
US.KY.061	Edmonson County	Edmonson County
US.KY.063	Elliott County	Elliott County
US.KY.065	Estill County	Estill County
US.KY.067	Fayette County	Fayette County
US.KY.069	Fleming County	Fleming County
US.KY.071	Floyd County	Floyd County
US.KY.073	Franklin County	Franklin County
US.KY.075	Fulton County	Fulton County
US.KY.077	Gallatin County	Gallatin County
US.KY.079	Garrard County	Garrard County
US.KY.081	Grant County	Grant County
US.KY.083	Graves County	Graves County
US.KY.085	Grayson County	Grayson County
US.KY.087	Green County	Green County
US.KY.089	Greenup County	Greenup County
US.KY.091	Hancock County	Hancock County
US.KY.093	Hardin County	Hardin County
US.KY.095	Harlan County	Harlan County
US.KY.097	Harrison County	Harrison County
US.KY.099	Hart County	Hart County
US.KY.101	Henderson County	Henderson County
US.KY.103	Henry County	Henry County
US.KY.105	Hickman County	Hickman County
US.KY.107	Hopkins County	Hopkins County
US.KY.109	Jackson County	Jackson County
US.KY.111	Jefferson County	Jefferson County
US.KY.113	Jessamine County	Jessamine County
US.KY.115	Johnson County	Johnson County
US.KY.117	Kenton County	Kenton County
US.KY.119	Knott County	Knott County
US.KY.121	Knox County	Knox County
US.KY.123	Larue County	Larue County
US.KY.125	Laurel County	Laurel County
US.KY.127	Lawrence County	Lawrence County
US.KY.129	Lee County	Lee County
US.KY.131	Leslie County	Leslie County
US.KY.133	Letcher County	Letcher County
US.KY.135	Lewis County	Lewis County
US.KY.137	Lincoln County	Lincoln County
US.KY.139	Livingston County	Livingston County
US.KY.141	Logan County	Logan County
US.KY.143	Lyon County	Lyon County
US.KY.151	Madison County	Madison County
US.KY.153	Magoffin County	Magoffin County
US.KY.155	Marion County	Marion County
US.KY.157	Marshall County	Marshall County
US.KY.159	Martin County	Martin County
US.KY.161	Mason County	Mason County
US.KY.145	McCracken County	McCracken County
US.KY.147	McCreary County	McCreary County
US.KY.149	McLean County	McLean County
US.KY.163	Meade County	Meade County
US.KY.165	Menifee County	Menifee County
US.KY.167	Mercer County	Mercer County
US.KY.169	Metcalfe County	Metcalfe County
US.KY.171	Monroe County	Monroe County
US.KY.173	Montgomery County	Montgomery County
US.KY.175	Morgan County	Morgan County
US.KY.177	Muhlenberg County	Muhlenberg County
US.KY.179	Nelson County	Nelson County
US.KY.181	Nicholas County	Nicholas County
US.KY.183	Ohio County	Ohio County
US.KY.185	Oldham County	Oldham County
US.KY.187	Owen County	Owen County
US.KY.189	Owsley County	Owsley County
US.KY.191	Pendleton County	Pendleton County
US.KY.193	Perry County	Perry County
US.KY.195	Pike County	Pike County
US.KY.197	Powell County	Powell County
US.KY.199	Pulaski County	Pulaski County
US.KY.201	Robertson County	Robertson County
US.KY.203	Rockcastle County	Rockcastle County
US.KY.207	Russell County	Russell County
US.KY.209	Scott County	Scott County
US.KY.211	Shelby County	Shelby County
US.KY.213	Simpson County	Simpson County
US.KY.215	Spencer County	Spencer County
US.KY.217	Taylor County	Taylor County
US.KY.219	Todd County	Todd County
US.KY.221	Trigg County	Trigg County
US.KY.223	Trimble County	Trimble County
US.KY.225	Union County	Union County
US.KY.227	Warren County	Warren County
US.KY.229	Washington County	Washington County
US.KY.231	Wayne County	Wayne County
US.KY.233	Webster County	Webster County
US.KY.235	Whitley County	Whitley County
US.KY.237	Wolfe County	Wolfe County
US.KY.239	Woodford County	Woodford County
US.LA.001	Acadia Parish	Acadia Parish
US.LA.003	Allen Parish	Allen Parish
US.LA.005	Ascension Parish	Ascension Parish
US.LA.007	Assumption Parish	Assumption Parish
US.LA.009	Avoyelles Parish	Avoyelles Parish
US.LA.011	Beauregard Parish	Beauregard Parish
US.LA.013	Bienville Parish	Bienville Parish
US.LA.015	Bossier Parish	Bossier Parish
US.LA.017	Caddo Parish	Caddo Parish
US.LA.019	Calcasieu Parish	Calcasieu Parish
US.LA.021	Caldwell Parish	Caldwell Parish
US.LA.023	Cameron Parish	Cameron Parish
US.LA.025	Catahoula Parish	Catahoula Parish
US.LA.027	Claiborne Parish	Claiborne Parish
US.LA.029	Concordia Parish	Concordia Parish
US.LA.031	De Soto Parish	De Soto Parish
US.LA.033	East Baton Rouge Parish	East Baton Rouge Parish
US.LA.035	East Carroll Parish	East Carroll Parish
US.LA.037	East Feliciana Parish	East Feliciana Parish
US.LA.039	Evangeline Parish	Evangeline Parish
US.LA.041	Franklin Parish	Franklin Parish
US.LA.043	Grant Parish	Grant Parish
US.LA.045	Iberia Parish	Iberia Parish
US.LA.047	Iberville Parish	Iberville Parish
US.LA.049	Jackson Parish	Jackson Parish
US.LA.053	Jefferson Davis Parish	Jefferson Davis Parish
US.LA.051	Jefferson Parish	Jefferson Parish
US.LA.059	La Salle Parish	La Salle Parish
US.LA.055	Lafayette Parish	Lafayette Parish
US.LA.057	Lafourche Parish	Lafourche Parish
US.LA.061	Lincoln Parish	Lincoln Parish
US.LA.063	Livingston Parish	Livingston Parish
US.LA.065	Madison Parish	Madison Parish
US.LA.067	Morehouse Parish	Morehouse Parish
US.LA.069	Natchitoches Parish	Natchitoches Parish
US.LA.071	Orleans Parish	Orleans Parish
US.LA.073	Ouachita Parish	Ouachita Parish
US.LA.075	Plaquemines Parish	Plaquemines Parish
US.LA.077	Pointe Coupee Parish	Pointe Coupee Parish
US.LA.079	Rapides Parish	Rapides Parish
US.LA.081	Red River Parish	Red River Parish
US.LA.083	Richland Parish	Richland Parish
US.LA.085	Sabine Parish	Sabine Parish
US.LA.087	Saint Bernard Parish	Saint Bernard Parish
US.LA.089	Saint Charles Parish	Saint Charles Parish
US.LA.091	Saint Helena Parish	Saint Helena Parish
US.LA.093	Saint James Parish	Saint James Parish
US.LA.095	Saint John the Baptist Parish	Saint John the Baptist Parish
US.LA.097	Saint Landry Parish	Saint Landry Parish
US.LA.099	Saint Martin Parish	Saint Martin Parish
US.LA.101	Saint Mary Parish	Saint Mary Parish
US.LA.103	Saint Tammany Parish	Saint Tammany Parish
US.LA.105	Tangipahoa Parish	Tangipahoa Parish
US.LA.107	Tensas Parish	Tensas Parish
US.LA.109	Terrebonne Parish	Terrebonne Parish
US.LA.111	Union Parish	Union Parish
US.LA.113	Vermilion Parish	Vermilion Parish
US.LA.115	Vernon Parish	Vernon Parish
US.LA.117	Washington Parish	Washington Parish
US.LA.119	Webster Parish	Webster Parish
US.LA.121	West Baton Rouge Parish	West Baton Rouge Parish
US.LA.123	West Carroll Parish	West Carroll Parish
US.LA.125	West Feliciana Parish	West Feliciana Parish
US.LA.127	Winn Parish	Winn Parish
US.MD.001	Allegany County	Allegany County
US.MD.003	Anne Arundel County	Anne Arundel County
US.MD.005	Baltimore County	Baltimore County
US.MD.510	City of Baltimore	City of Baltimore
US.MD.009	Calvert County	Calvert County
US.MD.011	Caroline County	Caroline County
US.MD.013	Carroll County	Carroll County
US.MD.015	Cecil County	Cecil County
US.MD.017	Charles County	Charles County
US.MD.019	Dorchester County	Dorchester County
US.MD.021	Frederick County	Frederick County
US.MD.023	Garrett County	Garrett County
US.MD.025	Harford County	Harford County
US.MD.027	Howard County	Howard County
US.MD.029	Kent County	Kent County
US.MD.031	Montgomery County	Montgomery County
US.MD.033	Prince George's County	Prince George's County
US.MD.035	Queen Anne's County	Queen Anne's County
US.MD.037	Saint Mary's County	Saint Mary's County
US.MD.039	Somerset County	Somerset County
US.MD.041	Talbot County	Talbot County
US.MD.043	Washington County	Washington County
US.MD.045	Wicomico County	Wicomico County
US.MD.047	Worcester County	Worcester County
US.MO.003	Andrew County	Andrew County
