place_name,alternate_names,admin_level_2,admin_level_1,admin_level_0,continent,notes
Annaquachticok,"['Annachticok', 'Annacticok']",,Connecticut,,,alternate name of Westenhuc
Detroit,,,Michigan,,,
Tavandemung,,,,,,place near Wyalusing | Tauwundamunk
Annapolis,,,Maryland,,,
Hope's Cove,,,,,,Lake Erie
Winginund's Town,,,,,,
Islington,,,,,,England
Damascus,,,,,,
Ohio Falls,,,Ohio,,,
Brant's Town,,,,,,
Sandusky,,,Ohio,,,River and town
Ludwig's Ruh,,Schuylkill County,Pennsylvania,,,
Long Point,,,Ontario,,,
Cumberland County,,Cumberland County,Pennsylvania,,,
Pickaway,['town'],,Ohio,,,
Great Lakes,"['Laks', 'Lacks']",,,,,
Muncey,,,Ontario,,,
Wanachquatikok,,,,,,Wannoquatagoch
Stony Creek,,Monroe County,Michigan,,,
Heller's Tavern,,,,,,
St. Croix,['Crux'],,,,,West Indies
Miami River,,,Ohio,,,Great Miami River | also Unami
Wachovia,['Wachau'],,North Carolina,,,
Westenhuc,"['Westenhuck', 'Westenhook']",,,,,Wannaquatagoch | Massachusetts also Wanachquatikok
Manor Land,['Conestoga Manor'],Lancaster County,Pennsylvania,,,Manor Township
Maryland,,,Maryland,,,
Wheeling,"['Wuhling', 'Wilunk']",,West Virginia,,,
Raisin River,"['Raisen', 'Reason']",,Michigan,,,
Brandt's Town,,,Ontario,,,Mohawk village near Brantford
Neuwied,,,,Germany,,
Schoharie,['also Sgochari'],,New York,,,
Jongquakamik,,,,,,
Fayette County,,Fayette County,Pennsylvania,,,
Tawa River,,,,,,Maumee River
Middle Mountain Franklin County,['also Kittanning Mountain'],,Pennsylvania,,,
Whi-a-lu-sis,['Delaware'],,,,,an old man
Lake,['Poponoming'],,,,,
Hallobank,,,,,,
Post Vincennes,['Post Vincent'],,,,,
Potoman River,,,,,,
Tahiti,['Otaheite'],,,,,
Derby,,,Connecticut,,,
Munsee town,,,Ontario,,,Grand River
Gnadenhutten,,,Ohio,,,
Chippewa,,,,,,
Allegheny River,"['also Allegene', 'Aligena']",,,,,area | Mountains
Bass Islands,,,,,,Lake Erie | Middle and South
Lower Sandusky,,,,,,
Labrador,,,,,,
Luzerne County,['Wajomik'],Luzerne County,Pennsylvania,,,
Okkak,,,,,,Labrador
Easton,,,Pennsylvania,,,
Pittsburg Pennsylvania,,,,,,
Warren,,,Ohio,,,
Anahochquaga modern Ouaguaza,"[""also Ann'hochguage"", 'Anagotware']",Broome County,New York,,,
Woapikamik Sipo,,,Indiana,,,White River
Miami River,,,,,,
Walhanding Creek modern Walhonding,"['Wahlandunk', 'Walhandunk']",,Ohio,,,joining the Muskingum River at Coshocton
Beaver Creek,,,Ohio,,,
Williamsburg,,,New York,,,County | Livingston | near Mount Morris
Salisbury,,Litchfield County,Connecticut,,,
Nescopeck,"['also Neskopeke', 'Neskopeko', 'Nessgabeke', 'Neeskipecky Neschopega', 'etc.']",Luzerne County,Pennsylvania,,,
Boundbrook,['Baumbrook'],,New Jersey,,,
New Jersey,"['also East Jersey', 'the Jerseys']",,New Jersey,,,
Swan River,,,Michigan,,,vicinity of St. Clair River | Wabisisipi
Northumberland,,,Pennsylvania,,,
Goschgosching,,,,,,
Jongquakamik River,,,,,,
Freehold,,Monmouth County,New Jersey,,,
St. Marys,,,Ohio,,,Au Glaize County
Jongquakamik River,,,Ontario,,,
Walhanding,,,,,,
Gigeyunk,['Fort Wayne'],,,,,
Somerset,,Somerset County,Pennsylvania,,,
Lakes Erie and Ontario,,,,,,
Mochwesung,['Mochwessung'],,Ohio,,,Munsee town on Muskingum River
Canton,,,Ohio,,,
Buffalo,,,New York,,,
Great Miami,,,Ohio,,,
Newtown,['Newton'],,New York,,,site of Elmira
Chenaille ecarte,"['Sneicaorty', 'Sneycardy', 'Schenyacarty']",,,,,correctly Chenal ecarte River and area in Western Ontario
Wyandot Towns,,,,,,
Ke-kek-ton long timber,['Mohawk'],,,,,
Dundas,,,Ontario,,,
Sichem,['Oblong'],Dutchess County,New York,,,
Gallipolis,['Galliopolis'],,,,,Gallis County | O
Zeninge,"['Shenango', 'Chenango']",Broome County,New York,,,Upper Susquehanna near Binghamton
Esopus,,,New York,,,Kingston
Marbletown,,Ulster County,New York,,,
Pacific Islands,,,,,,
Suriname,,,,Suriname,,
Fort Carteret,,,,,,
Sandusky River,,,Ohio,,,
Sneicaerty,,,,,,
Nazareth,,,,,,
Pachgatgoch,,,,,,
Onondaga,['Onondago'],Onondaga County,New York,,,capital of Iroquois Federation
Christiansbrunn,,,,,,
Labrador,,,,,,Terra
Philip's Mill,,,New York,,,east of Hudson River
Mahony Creek,,,Pennsylvania,,,emptying into Beaver River
Jersey,,,,Jersey,,
Gnadenth also,,,,,,
Schechschequanunk,,,Pennsylvania,,,place on Susquehanna
Zeninga,,,,,,Zenenge | Zeningo
Ganatissege,,,,,,
U. SouthA,,,,,,
Filkentown,,,New York,,,
Washington County,['including also Beaver County'],Washington County,Pennsylvania,,,
Stillwater Creek,,Tuscarawas County,Ohio,,,
Orford,,,,,,Ontario. Gegoraphic Names
Swan Creek,,,Ontario,,,Lake Erie
Sambesink,,,,,,
Glass House,['?'],,,,,Highlands New York
Goschachgunk,"['Goschachking', 'Coschachkung']",,Ohio,,,Coshocton | Delaware Town on Muskingum River
Canoos,['Oil Creek'],,Pennsylvania,,,
Mahican Town,,,Ontario,,,Grand River
Thames River,['Retrenche'],,Ontario,,,
Wakotameki,['Wapitameki'],Muskingum County,Ohio,,,near Dresden
Goschgoschunk,"['Coschkoschingk', 'Coschcoschingk', 'Kuschkusching']",Venango County,Pennsylvania,,,Munsee Town on Allegheny River
Kaschkaschkung,['Kaschkaschkunk'],,,,,
Springfield,,Springfield,Ohio,,,
Macungie,['also Maguntsche'],Lehigh County,,,,
Zurich,,,,Switzerland,,
Walhanding Creek,,,,,,
Michler's Tavern,,,,,,
Shekomeko Dutchess County,"['Shecomeco', 'Checomeco']",,New York,,,
Thuernstein,,Schuylkill County,Pennsylvania,,,Broad Mount
Sopus,,,,,,
Great Island,,,Pennsylvania,,,in West Branch Susquehanna River
Memekasing,,,Ohio,,,Munsee Town
Delaware Town,,,Indiana,,,White River
Salt Creek,,Muskingum County,Ohio,,,
Long Island. New York,,,,,,
New Salem,,Erie County,Ohio,,,
Chemung,"['Schammungk', 'Schommunk', 'Shammunk', 'Shommunk', 'Uschummo', 'Uschommung']",,New York,,,town in Chemung County
Walhanding River,['Walhanding'],,Ohio,,,
Tuscarora Mountains,,,Pennsylvania,,,between Franklin and Fulton County
Milk River,,Milk River,Michigan,,,
Spain,,,,Spain,,
Fort Charter,['properly Charters'],,,,,
Woapicamikunk White River,['Wabicamigunk'],,Indiana,,,
Filkentown,,Dutchess County,New York,,,
Warwick,,,Ohio,,,
Hamilton's Mill,,,Indiana,,,
Fort Stanwix,,,,,,
Munsee Town,,,Ohio,,,Petquotting River
Leipzig,,,,Germany,,
Au Glaise River,,,Ohio,,,
Owl Creek,,,,,,Kekesing | possibly Gokhesing
Canaseraga Creek,,Livingston County,New York,,,
Tuscarora Creek,,,,,,
Fort Laurens,"['Laurence', 'Lawrence']",,,,,
Susquehanna River and Valley,,,,,,
Benigna Creek,['?'],,,,,Schuylkill County Pennsylvania | Mahantango Creek
Housatonic River,,,Connecticut,,,
Broad Mountain,,,,,,Pocono Plateau
Vincennes Indiana,"['Post Vincennes', 'Post Vincent']",,,,,
Toronto,['York'],,Ontario,,,
Fort Ligonier,,,,,,
Belldown,,,Ontario,,,Chenaie ecartee | Scottish settlement
Milford,['Old Milford'],New Haven County,Connecticut,,,
Snake Spring,,Bedford County,Pennsylvania,,,
Buffalo,,Brooke County,West Virginia,,,Wellsburg | also Charlestown
Lower Scatticok,,,,,,
Atlantic Ocean,['Coast'],,,,,
Machswoamik,['also Machawomick'],,,,,
Quahen,,,,Canada,,
Taniwandi,,,,,,
Getgatain,,,,,,
Languntouteney,,,,,,
Scioto River,['Sioto'],,Ohio,,,
Wyandot Town,,,,,,east bank below the lower rapids of Sandusky River
Sambesink,"['Armstrongtown', 'Sambeing']",,Ohio,,,near Mansfield | Greentown
Baltimore,,,Maryland,,,
Catores' Creek,,,,,,
Tschechachequanigk,['Schechschequanunk'],,,,,
Wilmington,,,Delaware,,,
Maschapinck Creek,"['Maschaping', 'Maschapunk']",,,,,
Nain,,,Pennsylvania,,,near Bethlehem
Jersey,['The Jerseys'],,,Jersey,,
Ysenburg-Budingen,,,,Germany,,
New Shammony,,,,,,
Hackientachous Creek,['modern Hokendaugua Creek'],,Pennsylvania,,,County | Northampton | also Wilson's Creek
Telpi-Mahonunk,,,,,,
North Carolina,,,North Carolina,,,Wachau
Hudson River,['North River'],,,,,
Attike,,,,,,
Grace Half,['Fulneck'],,,,,England | Yorkshire
Falls of the Ohio,,,,,,
Salt River,,,Michigan,,,west side of Lake St. Clair | Siwatakanisipi
Havanna,['Awanna'],,,,,
Irish settlement,,,,,,probably Indiana
Long Island,,,Pennsylvania,,,
St. Marys River,,,,,,
Mochkawunke,,,,,,tributary of Allegheny River
Louisburg,,,Nova Scotia,Canada,,Cape Breton
Nanticoke,['Nanticoke Town'],Luzerne County,Pennsylvania,,,
Huron River,"['al', 'Petquotting']",,Ohio,,,
Machilusing,"['Machelusing Machwihilussunk', 'Wichlusing', 'Wichloosing', 'Wichilusing', 'Wihilusing', 'Wialusing', 'Wyalusing']",,,,,
Mahican Town,,,Ohio,,,Maumee River
Hopedale,,,,,,Labrador
Hernhag,,,,Germany,,
Allentown,['Allenstown'],,Pennsylvania,,,
Camp's Mill,,,New York,,,
Great Island,,,,,,
Killbuck Creek,,Holmes County,Ohio,,,
Oil Creek,['Canoos'],,New York,,,
Adams County,,Adams County,Ohio,,,mouth of Ohio Brush Creek
Esopus New York,['Sopus'],,,,,
Dickenson College,,,Pennsylvania,,,Carlisle
Mississippi River and area,,,,,,
Pinery,,,Ontario,,,place on Thames River
Holsbon River,,,Tennessee,,,
Lawunakhannek,,,Pennsylvania,,,Allegheny River
Conitshaggery,,,,,,
Woaketammeki Shawnee town on Muskingum River,"['Woakatammike', 'Woaktammike', 'Woaktammuk']",,Ohio,,,
Neshaminy,['New Shammony'],Bucks County,Pennsylvania,,,
Gnadenthal,,,Pennsylvania,,,
Gothenburg,,,,Sweden,,
Sucachqualle's Town,,,Ohio,,,
Tuscarora Town,['Tosgarore'],,Ontario,,,Grand River
Susquehanna River,,,,,,
Springplace,,,Georgia,,,
Wyoming,,,Wyoming,,,
Sandusky Point,,,Ohio,,,
Germantown,,Montgomery County,,,,Pennsylvania
Salem,,,Ohio,,,
Oley,,,,,,
Schechschiquanunk on Susquenanna River,['Schechaschequani'],Bradford County,,,,Pennsylvania Geographic Names
Tenkhanneti,,,,,,
Conestoga,,Lancaster County,Pennsylvania,,,
Mihillusing,,Bradford County,,,,Wyalusing. Pennsylvania
Malden,,,,,,
Virginia,,,Virginia,,,later State | Colony
Cayuga Lake,,,New York,,,
Schammungk,,,,,,Schommunk
Nanticoke Town,,,,,,
Nazareth Hall,,,,,,
Munsee Town,,,Ohio,,,Sandusky River
Maumee River,,,,,,
Farmington,,,Connecticut,,,
Captives' Town,,,Ohio,,,Upper Sandusky
Pittsburgh,,,,,,
Great Creek,['Ohio River'],,,,,
Cedar Point,,Lucas County,Ohio,,,
Sichem,,,New York,,,
One Leg Creek,,,,,,
Deep River,,,Ohio,,,Chitquou
Irish settlement,,Northampton County,Pennsylvania,,,Allen Township
Venango River,['French Creek'],Venango County,Pennsylvania,,,
Catters Kill,['Kaders Kill'],Greene County,New York,,,
Negro Town,,,,,,Ohio near Upper Sandusky
Black Creek,,,,,,tribut. of St. Marys River
Feuerlein,['possibliy Fire line'],,,,,
Nuelstown,['?'],Belmont County,Ohio,,,
Delaware Town,,,,,,Upper Sandusky
King's Island,['Grosse Ile'],,Michigan,,,
Quebec,,,Quebec,Canada,,
New Milford,,Litchfield County,Connecticut,,,
North Western Territory,,,,,,
Bethlehem,,,New Hampshire,,,
Marietta,,Washington County,Ohio,,,
Nain,,,,,,
Stissing Mountain,,,New York,,,
Salem,,Tuscarawas County,Ohio,,,
Mineral Spring,,Carbon County,Pennsylvania,,,Gesundbunnen
Sandwich,,,Ontario,,,
New River,,,Virginia,,,
York,['Yorktown'],York,Pennsylvania,,,
Wyandot Town,,Wyandot County,Ohio,,,Upper Sandusky
Menissing Lacawanna County,"['also Menissing Town', 'Munsee Town']",,Pennsylvania,,,
Fatter Lane,,,,,,London
Rolof Janssens Kill,,Columbia County,New York,,,
Cape Cod,,,Massachusetts,,,
Pennsylvania,,,Pennsylvania,,,
Kuschkusching,,,,,,
Fort Loudoun,,Franklin County,Pennsylvania,,,
Quebec,,,Quebec,,,
Fort Schuyler,,,New York,,,Utica
Sandusky Bay,"['Little Lake', 'St. Deske']",,Ohio,,,
Huron River,,,Michigan,,,now Clinton River
Anajot,,,,,,
Pittsburg,,,,,,
Woapicamikunk,,,,,,
Shippensburg,,Cumberland County,Pennsylvania,,,
Cajihaga,,,,,,
Cedar Point,,,Ohio,,,near Toledo | west side of Lake Erie
New France,,,,,,
Coneecachegue [?] Franklin County,['Canjoschikker'],,Pennsylvania,,,
Fort Allen,,Carbon County,Pennsylvania,,,modern Weissport
Conrad Weiser's Creek,['Tulpehocken Creek'],Berks County,Pennsylvania,,,
Shekomeko,['Checomeko'],,New York,,,
Asscennessik,['Assinnissink'],,,,,
Seabrook,,Rockingham County,New Hampshire,,,
Socana,,,,,,probably a river
Alackhookamikoae,,Northampton County,Pennsylvania,,,branch of Wilson's Creek
Friedenshutten,,,,,,Bethlehem
Chippawa,['Chippaway'],,Ontario,,,
New York City,,,,,,
Gnadenwinkel,,,,,,on Gnadenhutten tract
Seven Ranges,,,Pennsylvania,,,
Tuscarawas,,,,,,
Toiondo,,,,,,Toronto
Mount Rock,,Cumberland County,Pennsylvania,,,
Shamokin,"['Shomokin', 'Shamoko', 'Shomoko', 'Schomoke', 'Schomoko']",,Pennsylvania,,,place on Susquehanna River
Caskaskung,,,,,,
Woapiminschijeek,['Where the chestnut trees grow'],,Indiana,,,
Bigbear Creek,,,Ontario,,,
Wechquetank,['Wequetank'],,Pennsylvania,,,
Wajomik,"['Wyoming', 'Pennsylvania']",,,,,
Pachgatgoch,,,Connecticut,,,
Hudson,,,,,,
Whitewater River,,,,,,Indiana and Ohio
Grand River,['Schwago'],,Ontario,,,
Lehigh River,['Lecha'],,,,,
Lac,['also Long Lake'],,New York,,,Poponming Pond Monroe County
Mississinnawa,,,Indiana,,,tributary of Wabash River | also Lemachtschesink
Mennesing,,,,,,Pennsylvania and New Jersey | place on Delaware River
Wechpakak place in Upper Susquehanna region,"['Wechpakak', 'Wiekpekat']",,,,,
Marietta,,,Ohio,,,
Stillwater Creek,,,Ohio,,,Harrison and Tuscarawas County
Pacific Coast,,,,,,
Asylum,,Bradford County,Pennsylvania,,,
Wentschipaqua,,,Ontario,,,
Genessie River,['Chenessie'],,New York,,,near Rochester
Jena,,,,Germany,,
Susquehanna River and area,,,,,,
New Milford,,,Connecticut,,,
Guinea,,,,Guinea,,
Mensing,,,,,,
Esopus,,Ulster County,New York,,,Kingston
Paint Creek,,,,,,
Grand River,,,Ohio,,,
Sugar Creek,,,Ohio,,,
Tobihanna Creek,,Monroe County,Pennsylvania,,,
Sharon,,,Ohio,,,Tuscarawes County
Munsee Town,['Moncy'],,Ohio,,,near Lower Sandusky
Harrison's Ferry,"['Harrisburg', 'Pennsylvania']",,,,,
Chartiers Creek,,Allegheny County,Pennsylvania,,,
Echquitehanok,,,,,,
Tuscarawas River,['Tuscarawi'],,Ohio,,,
New Hampshire,,,New Hampshire,,,
Sasena,,,,,,
Gnadenhutten,,,Ohio,,,on Muskingum River
Sheweko,,,,,,place near Shekomeko
Bedford County,,Bedford County,Pennsylvania,,,
Walhanding River,['Walhanding Creek'],,,,,O
Sugar Creek,,,Ohio,,,tributary of Tuscarawas River
New Haven,,,Connecticut,,,
Chenaille ecarte,,,,,,
Lehigh River Falls,,Carbon County,Pennsylvania,,,
Little Stillwater Creek,,,Ohio,,,Tuscarawas and Harrison County
Wheeling,,,West Virginia,,,
Lower Sandusky,['St. Dusky'],,Ohio,,,Fremont
Scattigok,['Scattacook'],,Connecticut,,,
Lake Huron,,,,,,
Pohopoco Creek,,,,,,
New Purchase,,,,,,area in north-west Ohio
Negausibis,,,Ontario,,,Aux Bables | Sand River
New York,,,New York,,,
Grand River,,,Ohio,,,Cuyahoga River
Lititz,,,Pennsylvania,,,
Six Nations towns,,,Ontario,,,Grand River
Little Falls,,Herkimer County,New York,,,
Sandy Creek,,,Ohio,,,
Cuyahoga River and place,"['Cajihaga', 'Cayahaga', 'Gajahaga']",,Ohio,,,Akron
Ephrata,,Lancaster County,Pennsylvania,,,
Cranberry,,,,,,
Long Island,,,Pennsylvania,,,West Branch of Susquehanna
Wechquatnach,,Litchfield County,Connecticut,,,
Newcomerstown,,,Ohio,,,
Georgetown,,Beaver County,Pennsylvania,,,
Berbice,,,,,South America,British Guyana
Woapikamikunk,,,Indiana,,,White River | Delaware Town
Oley,,,Pennsylvania,,,
White Woman's Creek,['Walhonding Creek'],Coshocton County,Ohio,,,
Warren County,,Warren County,Ohio,Lebanon,,
Kingston,,,Ontario,,,
Huron River,,Wayne County,Michigan,,,at Detroit River estuary
Spangenberg,,Northumberland County,Pennsylvania,,,
Mingo Town,,,,,,
Emmaus,,,Pennsylvania,,,
Owego,['Oweke'],Tioga County,New York,,,
Brandt's Town,,,,,,
Kinhanschican,,,,,,
Berbice,,,,,South America,
White River,"['also Woapicamikunk', 'q.v.']",,Indiana,,,
Uschummo Uschummunk,,,,,,
Four Mile Creek,,Butler County,Ohio,,,
Schechschequannink Bradford County,['Tschechschequannink'],,Pennsylvania,,,
Danbury,,Fairfield County,Connecticut,,,
Monongahela Hill,,,,,,
Tuscarawi,,,Ohio,,,
Sakunk,,,,,,place at the mouth of Beaver Creek
Fort Schuyler,['Skuyler'],,,,,
Hudson River,,,New York,,,
Christianspring,,,,,,
Albany,,,New York,,,
Dover,,Dutchess County,New York,,,
Horseshoe Fall,,,Ontario,,,Niagara River
Sandusky Island,,,,,,
Brantford,['called Brownstown'],,Ontario,,,Brand's Town | Mohawk Town
Dansburry,['Danesberg'],Monroe County,Pennsylvania,,,modern Stroudsburg
Zeist,,,,,,Holland
Chenango,,,,,,
Attike,"['Attique', 'Kittanning', 'Pennsylvania']",,,,,
Friedenshutten,,,,,,
Siwatakanisipi,,,,,,West side of Lake St. Clair | Salt River
Queenston,,,Ontario,,,
Hope's Cove,['South?'],,,,,Lake Erie | anchoring place on Bass Island
Neu-Herrnhuth,,,,Greenland,,
Skehantowa Shawnee center on the Susquehanna,"['Tschehantowah', 'Wyoming']",,,,,
Carlisle,,Cumberland County,Pennsylvania,,,
Adamstown,,Lancaster County,Pennsylvania,,,
Freehold,,,New York,,,
Gnadenhutten,['M.'],,,,,
Warpoles,,,,,,also Mittesagi
Beaver,['Beavertown'],,Pennsylvania,,,
Turtle Creek,,,Pennsylvania,,,Westmoreland and Allegheny County
Presqu' Isle,,,Pennsylvania,,,
Delaware Town,,,Indiana,,,
Kaskaskunk,"['Kaskaskung', 'Kaschkaskung', 'Kaschkaschkunk']",Lawrence County,Pennsylvania,,,Munsee Town on Beaver River
Greentown,,,,,,
Morristown,,,New Jersey,,,
Pennsbury Manor,,Bucks County,Pennsylvania,,,
Okak,,,,,,Labrador
Tuscarawi,,,,,,
Poughkeepsie,,,New York,,,
Paxtang,"['also Paxton', 'Paxtown']",Dauphin County,Pennsylvania,,,
Oochgelogy,,,Georgia,,,
Potomac River,['Petowmac'],,,,,
Friedensthal,,,Pennsylvania,,,near Nazareth
Gekelemukpechunk,['Gegelemukpechunk'],,,,,
Wyalusing Creek,,,,,,
St. Thomas,,,,,,West Indies
Kitigan,,,Ontario,,,Chippewa town
Ottawa Channel,,,,,,
Popooming Pond,,,,,,Lac | also Long Lake
Sandusky Bay,"['Little Lake', 'St. Deske']",,Ohio,,,
Chemung River,['Schamung'],,New York,,,
Tetechgath,,,,,,
Narrows,,Essex County,New York,,,south end of Lake Champlain | The
Big Beaver Creek,,,Pennsylvania,,,
Amatschiwomunk,,,,,,
Cornelius Creek,,,,,,tributary to Muskingum River
Monongahela,['Monongahela'],,,,,
Newark,,,,,,
Pigeon Roost,,,,,,place near Blanchard River
Wilawana,"['Wilawane', 'Wilawanunk', 'Wilawunk']",Bradford County,Pennsylvania,,,
New Town,,Bucks County,Pennsylvania,,,
Philadelphia,,,Pennsylvania,,,Barracks
Goschschossunk,,,,,,place in Ohio | Goschschossink
Boston,,,Massachusetts,,,
Bristol,,Bucks County,Pennsylvania,,,
Kaniseraga,,Livingston County,New York,,,Ganaeraga Creek
Graceham,,,Maryland,,,
Spring Creek,,Monroe County,Pennsylvania,,,near Wechquetank
Retrenche River,,,Ontario,,,same as Thames River
White's Mill,,Beaver County,Pennsylvania,,,
Sharon,,Litchfield County,Connecticut,,,
Kitiganesink,['in the garden'],,,,,
kaskaskunk,,,,,,
Tschallachgasi,,,,,,
Chestnut Hill near Gnadenhutten,['Kastanienberg'],Carbon County,Pennsylvania,,,
Mount Pleasant,,Jefferson County,Ohio,,,
Schneycarty,,,,,,
Kaunaumeek,,,New York,,,
New Stockbridge,,,New York,,,
Redding,,Fairfield County,Connecticut,,,
Wolf's Mountain,,Monroe County,Pennsylvania,,,
Lehigh River,['Lecha'],,Pennsylvania,,,
Chenango,"['Sheninga', 'Zeninga', 'Zeninge', 'Zenenge', 'Zeningka']",Chenango County,New York,,,River and Area
Ferry House,,,,,,Thames River
Laramie Creek,,Shelby County,Ohio,,,
Maumee Bay,,,,,,
Huron River Macomb County,['Clinton River'],,Michigan,,,
Georgetown,,,Pennsylvania,,,
New Philadelphia,,,Ohio,,,
Lake St. Clair,['Sinclair'],,,,,
Thuppekink,['Schonbrunn'],,,,,
West Indian Islands,,,,,,
Ta-ne-wan-di,['Seneca'],,,,,rapid stream
Morgantown,,,West Virginia,,,
Lancaster County,,Lancaster County,Pennsylvania,,,
York,,York,Pennsylvania,,,
Onondaga,,,New York,,,
Fort Stanwix,,,New York,,,Rome
Gigeijunk,,,,,,
Assunnunk,,,,,,
Goschgoschunk on Allegheny River,['Coschcoshing'],,Pennsylvania,,,
Newfoundland,,,,,,
White Woman's Creek,,,,,,
Fort Niagara,,,New York,,,
