place_name,alternate_names,admin_level_2,admin_level_1,admin_level_0,continent,notes,feature_type,ambigous_county,latitude,longitude,matched_name
Gothenburg,[],,,SE,,,,,57.70066,11.94737,Gothenburg Port
Grace Half,['Fulneck'],,,,,England | Yorkshire,,,41.18371,-73.86541,Grace Hall
Graceham,[],,MD,,,,,,39.61427,-77.38165,Graceham
Gracehill,['Gnadenhugel'],,,IE,,,T,,,,
Grand River,[],,OH,,,,H,,41.76032,-81.28066,Grand River
Grand River,['Schwago'],,08,,,,H,,42.85011,-79.56631,Grand River
Grand River,[],,OH,,,Cuyahoga River,H,,41.76032,-81.28066,Grand River
Granville,[],089,OH,,,,,,40.06812,-82.5196,Granville
Great Beaver Creek,[],,,,,,H,,54.44988,-123.66985,Great Beaver Creek
Great Creek,"['Ohio River', 'Lehigh River']",,,,,,H,,34.78822,-76.48631,Great Creek
Great Island,[],,OH,,,above Marietta | at mouth of Muskingum River,,,,,
Great Island,[],035,PA,,,in West Branch Susquehanna River & below Lock Haven | West Branch Susquehanna,,,41.14007,-77.40692,Great Island
Great Island,[],,,,,,,,47.23879,-52.77995,Great Island
Great Lake,[],027,NY,,,,,,,,
Great Lakes,"['Laks', 'Lacks']",,,,,,,,42.30919,-87.85007,Great Lakes
Great Miami,[],,OH,,,,,,39.10867,-84.81439,Great Miami River
Great Miami River,[],,,,,,H,,39.10867,-84.81439,Great Miami River
Great Nine Partners Tract,[],027,NY,,,,,,,,
Great Shawnee Town,[],,,,,,,,,,
Great Swamp,[],089,PA,,,,,,,,
Green Bay,[],,WI,,,,H,,45.02971,-87.46094,Green Bay
Green County,[],,PA,,,,,Green County,,,
Greenland,[],,,GL,,,,,72.0,-40.0,Greenland
Greensburg,[],129,PA,,,,,,40.30146,-79.53893,Greensburg
Greentown,[],,OH,,,near Mansfield | Sambesink | Penexit's Town | also Armstrong's Town,,,40.25146,-80.76842,Greentown
Greenville,[],037,OH,,,,,,40.10283,-84.63301,Greenville
Greenwich,[],,CT,,,County | Fairfield,,,41.02649,-73.62846,Greenwich
Greenwich,[],115,NY,,,,,,43.09063,-73.49873,Greenwich
Grosse Isle,[],,MI,,,Detroit River,,,,,
Guernsey County,[],059,OH,,,,,,40.05205,-81.49426,Guernsey County
Guinea,[],,,GN,,West Africa,,,,,
Gulf of Lawrence,[],,,,,,H,,49.00003,-58.99849,Gulf of St. Lawrence
Hackientachous Creek,['modern Hokendaugua Creek'],,PA,,,County | Northampton | also Wilson's Creek,H,,,,
Hagerstown,[],,MD,,,,,,39.64176,-77.71999,Hagerstown
Hallobank,"['Hallabank', 'Hallapank', 'Phallobank', 'Phallapank']",,,,,Cayuga Town north of Wyalusing,,,,,
Hamilton,[],,OH,,,,,Hamilton,39.3995,-84.56134,Hamilton
Hamilton's Mill,[],,IN,,,,,,,,
Hamilton's Mills,[],,,,,,,,,,
Hannastown,[],,PA,,,,,,40.35368,-79.49671,Hannastown
Harris' Ferry,"[""also Harrison's Ferry""]",,PA,,,Harrisburg,,,,,
Harrisburg,[],,PA,,,,,,40.2737,-76.88442,Harrisburg
Harrison's Ferry,"['Harrisburg', 'Pennsylvania']",,PA,,,Harrisburg | Harris Ferry,,,40.2737,-76.88442,Harrisburg
Harsen's Island,[],,MI,,,mouth of St. Clair River,,,,,
Hartford,[],,CT,,,,,,41.76371,-72.68509,Hartford
Havanna,['Awanna'],,,,,,,,35.3673,-88.10031,Havanna Church
Hebron,[],075,PA,,,,,,40.33898,-76.3994,Hebron
Heerandyk,[],,,,,Holland,,,,,
Heidelberg,[],011,PA,,,,,,40.36093,-76.13161,Heidelberg Cemetery
Heller's Tavern,[],,,,,,,,,,
Helltown,[],,OH,,,Walhending River,,,,,
Hernhag,[],,,DE,,,,,,,
Herrnbaag,[],,,DE,,,,,49.7043,12.25063,Herrnbach
Herrnhut,[],,,DE,,,,,51.01624,14.74381,Herrnhut
Hessen-Kassel,[],,,DE,,,,,,,
Hickory Tavern,[],,NJ,,,,,,40.74649,-74.4321,Hickory Tree
High Lands,[],,NY,,,Orange and Putnam Cos.,,,,,
Hockhooking Creek and Town,['Kockhocking'],,,,,,H,,,,
Hocking River,[],,,,,tribut. of Ohio River,H,,39.18424,-81.7543,Hocking River
Hokendaugua Creek,[],095,PA,,,,H,,40.67676,-75.48991,Hokendauqua Creek
Hokhokunk,['probably Hockhocking'],,,,,,,,,,
Holland,[],,,,,,,,48.9168,-65.41542,Holland
Holsbon River,[],,TN,,,,H,,35.95925,-83.85018,Holston River
Honeywint,[],,,,,,,,,,
Hope,[],,NJ,,,,,,40.91121,-74.96739,Hope
Hope,[],,NC,,,,,,,,
Hope,['Hoop'],,,SR,,,,,5.91667,-56.41667,Hope
Hope's Cove,['South?'],,,,,Lake Erie & Lake Erie | anchoring place on Bass Island,,,,,
Hopedale,[],,,,,Labrador,,,55.46737,-60.20319,Hopedale
Horn River,['Eskenne'],,,,,,H,,61.50026,-118.01951,Horn River
Horseshoe Fall,[],,08,,,Niagara River,,,43.07732,-79.07501,Horseshoe Falls
Housatonic River,[],,CT,,,,H,,41.16926,-73.10844,Housatonic River
Hudson,[],153,OH,,,,,,41.24006,-81.44067,Hudson
Hudson,[],,,,,,,,45.45008,-74.14922,Hudson
Hudson Bay,[],,,,,,H,,44.68342,-76.28269,Hudson Bay
Hudson River,['North River'],,NY,,,,H,,40.69677,-74.0282,Hudson River
Humber River,[],,08,,,,H,,43.63342,-79.4663,Humber River
Hunt's Ferry,[],131,PA,,,Falls,,,,,
Hurley,[],111,NY,,,,,,41.92454,-74.06125,Hurley
Huron Point,['Clinton'],,MI,,,mouth of Huron River,S,,,,
Huron River,['Petquotting River'],,,,,O,H,,46.90992,-88.03679,Huron River
Huron River,['Petquotting'],163,MI,,,at Detroit River estuary & O & now Clinton River,H,,,,
Huron River,"['al', 'Petquotting']",,OH,,,,H,,41.3981,-82.54906,Huron River
Huron River,['Clinton'],,MI,,,,H,,46.90992,-88.03679,Huron River
Huron River Macomb County,['Clinton River'],,MI,,,,H,,46.90992,-88.03679,Huron River
Huron Straits,['Straights'],,08,,,near mouth of St. Clair River,,,,,
Hutberg,[],,,DE,,hill near Herrnhut,,,52.05,14.65,Hutberg
Illinois,[],,IL,,,,,,40.00032,-89.25037,Illinois
Illinois River,[],,,,,,H,,35.48926,-95.09774,Illinois River
Indiana Territory,[],,,,,,L,,,,
Industry,[],,OH,,,place on Mahony Creek,,,41.07728,-81.19427,Industry
Irish settlement,[],,,,,probably Indiana,,,,,
Irish settlement,[],095,PA,,,Allen Township,,,,,
Islington,[],,,,,England,,,47.76659,-53.48139,Islington
Jack Creek,[],,PA,,,possibly Youghidgheny River,H,,,,
Jackson's Tavern,[],,NY,,,place between Goshen and Kingston,,,,,
Jacob's Heights,['Jacobshuh'],097,PA,,,Lower Augusta Township,,,,,
Jahannis Ruh,[],,PA,,,Carbon or Luzerne County,,,,,
Jamaica,[],,,JM,,West Indies,,,18.16667,-77.25,Jamaica
Jefferson County,[],081,OH,,,,,,40.38502,-80.76097,Jefferson County
Jena,[],,,DE,,,,,50.92878,11.5899,Jena
Jenky Hall,[],,,,,Detroit,,,38.14955,-80.99482,Jenky
Jequaminische,[],,,,,,,,,,
Jerome's Town,[],,,,,Ohio,,Ashland County,,,
Jersey,['The Jerseys'],,,JE,,,,,,,
Johnson's Hall,[],,NY,,,north side of Mohawk River | place between Fort Hunter and Fort Plain,,,,,
Johnson's Harbor,"['probably Kuckville', 'New York']",,,,,,,,39.68529,-93.92688,New York
Jongquakamik,[],,,,,,,,,,
Jongquakamik Landing,[],,08,,,,,,46.89837,-84.37823,Jones Landing
Jongquakamik River,['East Sydenham'],,08,,,,H,,45.2668,-75.69935,Jock River
Juniata Crossings,[],009,PA,,,,,,39.99453,-78.26862,Juniata Crossing
Juniata River,[],,PA,,,Tachochniato,H,,40.40092,-77.01359,Juniata River
K'takanstschau,[],027,NY,,,the Big Mountain,,,,,
Kaek ke la muk paechung,[],,,,,Town and Creek | Kekelamukpechung | Kekelamukpechen,,,,,
Kajakistown,[],,08,,,,,,,,
Kanawha River,['Canhawa'],,WV,,,,H,,38.83786,-82.14264,Kanawha River
Kanawha River West Virginia,['Kashaway'],,,,,,H,,,,
Kaniseraga,[],051,NY,,,Ganaeraga Creek,,,,,
Kantanienberg,[],,,,,,,,,,
Kaschkaschkung,['Kaschkaschkunk'],,,,,,,,,,
Kaschkaskung,[],,,,,,,,,,
Kaskaskunk,[],,,,,,,,,,
Kaskaskunk,"['Kaskaskung', 'Kaschkaskung', 'Kaschkaschkunk']",073,PA,,,Munsee Town on Beaver River,,,,,
Kaskaskunk Lawrence County,"['Kaskaskung', 'Caskaskung', 'Coschcaskung on Beaver River']",,PA,,,,,,,,
Kaunaumeek,"['Kenumeck', 'Cenemek']",021,NY,,,Nassau Township,,,,,
Kaunschannek,['Kawunschhannek'],,,,,,,,,,
Ke-kek-ton long timber,['Mohawk'],,,,,,,,33.06819,-93.18517,Mohawk
Kekelemukpechunk,[],,,,,,,,,,
Kent,[],005,CT,,,,,,41.72482,-73.47707,Kent
Kentucky,"['Kentuk', 'Kentuke']",,KY,,,,,,38.20042,-84.87762,Kentucky
Killbuck Creek,[],075,OH,,,,H,,,,
Kinderhook,[],021,NY,,,,,,42.39536,-73.6979,Kinderhook
King's Bridge,[],,,,,New YorkC | Harlem River,,,,,
King's Island,['Grosse Ile'],,MI,,,,,,42.12532,-83.15826,Grosse Ile
Kingston,"['Esopa', 'Sopus']",,08,,,N.Y,,,44.22976,-76.48098,Kingston
Kingston New York,['Esopus'],,,,,,,,41.82787,-73.96514,Esopus
Kinhanschican,[],,OH,,,Mingo Town in Ohio,,,,,
Kitanesink,[],,,,,,,,,,
Kitigan,[],,08,,,Chippewa town,,,49.38444,-82.29889,Kitigan
Kitiganesink,['in the garden'],,,,,,,,,,
Kittannuk,[],,PA,,,Kittanning,,,40.81645,-79.52199,Kittanning
Kittatinny,"['al', 'Middle Mountain', 'Kittetani']",055,PA,,,,,,,,
Kittatinny Hills,['Blue Mountains'],,PA,,,,T,,40.02481,-77.83833,Kittatinny Mountain
Koachachkunk,[],,,,,,,,,,
Koenigsberg,[],097,PA,,,,,,,,
Kondal,[],,OH,,,probably Tuscarawas County,,,,,
Konigsfeld,[],,,DE,,,,,51.06667,12.75,Konigsfeld
Ktukquiminschi,['Black Walnut'],,PA,,,Erie | town near Presqu'isle,,,41.61424,-76.11743,Black Walnut
Kui-lu-ta-men,['Delaware'],,,,,Place of surprise,,,42.91679,-81.41646,Delaware
Kuschkusching,[],,,,,,,,,,
Labrador,[],,,,,Terra,,,47.09778,-77.5275,Lac Labrador
Lac,['also Long Lake'],,NY,,,Poponming Pond Monroe County,,,43.31404,-74.71794,Long Lake
Lackawanna River,[],,PA,,,,H,,41.34147,-75.79269,Lackawanna River
Lahalawoaskute,[],,,,,Sipung Creek,,,,,
Lake,['Poponoming'],,,,,,,,44.71683,-77.74949,Lake
Lake Erie,"['Lake', 'Lack', 'Lac']",,,,,,,,42.2501,-80.99973,Lake Erie
Lake George,[],113,NY,,,,,,43.60192,-73.57946,Lake George
Lake Huron,[],,,,,,,,44.64083,-81.76806,Lake Huron
Lake Michigan,[],,,,,,,,44.00778,-86.75698,Lake Michigan
Lake Ontario,['Dundas'],,,,,,,,43.75012,-77.99951,Lake Ontario
Lake St. Clair,['Sinclair'],,,,,,,,45.41681,-79.06631,Sinclair
Lake Superior,[],,,,,,,,48.33222,-87.09861,Lake Superior
Lakes Erie and Ontario,[],,,,,,,,,,
Lancaster,[],,PA,,,Pennsylvania? | Massachusetts? & Moravian place,,,40.03788,-76.30551,Lancaster
Lancaster,[],045,OH,,,,,,39.71368,-82.59933,Lancaster
Lancaster County,[],071,PA,,,,,,40.04244,-76.2477,Lancaster County
Langundo-Utenunk,[],,,,,,,,,,
Langundo-Utenunk,[],073,PA,,,Friedenstadt | Beaver River,,,,,
Langundo-Utenunk Friedenstadt,['Langunto-Utenunk'],,,,,,,,,,
Languntouteney,[],,,,,,,,,,
Laramie Creek,[],149,OH,,,,H,,40.18894,-84.24217,Loramie Creek
Laurel Hill,[],,PA,,,Westmoreland and Somerset County,T,,40.69093,-75.53713,Laurel Hill
Lawunakhannek,[],,PA,,,Allegheny River,,,,,
Lechawachnek,"['Lechawachneck', 'Lechawachnick', 'Lechawaneck']",,PA,,,Lackawanna,,,,,
Leek Island,[],,,,,Delaware River,,,45.2168,-80.13298,Leek Island
Lees Creek,[],,OH,,,Fayette and Highland County,H,,39.33729,-83.49131,Lees Creek
Leh-cha-week,['Delaware'],,,,,,,,42.91679,-81.41646,Delaware
Leh-cha-wi-tank,['Delaware'],,,,,,,,42.91679,-81.41646,Delaware
Leh-oha-wa-hen-neek,['Delaware'],,,,,the Forks,,,42.91679,-81.41646,Delaware
Lehigh River,['Lecha'],,PA,,,,H,,40.68899,-75.20434,Lehigh River
Lehigh River Falls,[],025,PA,,,,H,,,,
Lehigh Watergap,[],,PA,,,,,,,,
Leipzig,[],,,DE,,,,,51.33962,12.37129,Leipzig
Lemachtschesink,[],,IN,,,tributary of Wabash River | also Mississinnawa,,,,,
Lichtenau,[],,OH,,,on Muskingum River,,,,,
Licking,['Zanesville'],119,OH,,,,,,39.94035,-82.01319,Zanesville
Liegnitz,[],,,DE,,principality,,,,,
Ligonier,[],,PA,,,,,,40.24313,-79.23753,Ligonier
Limestone,[],161,KY,,,Maysville,,,38.64757,-83.76048,Limestone Creek
Litchfield,[],005,CT,,,,,,41.74732,-73.18872,Litchfield
Lititz,[],,PA,,,Moravian Center,,,40.15732,-76.3069,Lititz
Little Beaver Creek,[],,OH,,,,H,,38.84591,-82.3896,Little Beaver Creek
Little Falls,[],043,NY,,,,H,,,,
Little Lake,[],,,,,,,,53.53346,-60.16491,Little Lake
Little Lehigh Creek,[],077,PA,,,,H,,40.59722,-75.44861,Little Lehigh Creek
Little Miami River,[],,OH,,,,H,,39.07812,-84.433,Little Miami River
Little Nine Partners Tract,[],027,NY,,,,,,,,
Little Schuylkill River,[],,PA,,,,H,,40.5787,-76.0266,Little Schuylkill River
Little Stillwater Creek,[],,OH,,,Tuscarawas and Harrison County,H,,40.40423,-81.34122,Little Stillwater Creek
Little Yellow Creek,[],,PA,,,,H,Columbiana County,40.85479,-80.09867,Little Yellow Creek
Locust Point,[],123,OH,,,,S,,41.59571,-83.10581,Locust Point Cemetery
Locust Point Ottawa County,['called Honey Locust Point'],,OH,,,,S,,41.59571,-83.10581,Locust Point Cemetery
London,[],,,,,England,,,43.08339,-81.29975,London
Long Island,[],081,PA,,,West Branch of Susquehanna,,,41.2023,-77.24691,Long Island
Long Island,[],,NY,,,,,,43.86506,-74.45433,Long Island
Long Island Sound,[],,,,,,,,54.80029,-79.36635,Long Island Sound
Long Island. New York,[],,,,,,,,34.38787,-86.18581,Little New York
Long Point,[],,08,,,,S,,,,
Long Swamp,[],011,PA,,,,,,,,
Louisburg,[],,07,CA,,Cape Breton,,,,,
Louisiana,[],,LA,,,,,,31.00047,-92.0004,Louisiana
Lovalhanning,[],129,PA,,,,,,,,
Lower Cayuga Town,['Kajugu'],,08,,,Grand River,,,,,
Lower Sandusky,"['St. Dusky', 'Fremont']",,OH,,,Fremont,,,41.35033,-83.12186,Fremont
Lower Saucon Township,[],095,PA,,,,,,,,
Lower Scatticok,[],,,,,,,,,,
Lower Shawnee Town,[],,,,,,,,,,
Lower Smithfield Township,[],095,PA,,,,,,,,
Ludwig's Ruh,[],107,PA,,,,,,,,
Luzerne County,"['Wajomick', 'Wajomik']",079,PA,,,,,,41.17701,-75.98903,Luzerne County
Machchilusing,['also Machchihillussunk'],015,PA,,,Waylusing,,,,,
Machchilusing,[],,,,,,,,,,
Machilusing,"['Machelusing Machwihilussunk', 'Wichlusing', 'Wichloosing', 'Wichilusing', 'Wihilusing', 'Wialusing', 'Wyalusing']",,,,,,,,41.66813,-76.26188,Wyalusing
Machilusing Creek,[],,,,,,H,,,,
Machswoamik,['also Machawomick'],,,,,,,,,,
Mackinaw City,['Makina'],,MI,,,,,,45.7777,-84.72982,Mackinaw City
Macungie,['also Maguntsche'],,,,,,,Lehigh County,40.51593,-75.55519,Macungie
Mahican Lake,[],,OH,,,,,,,,
Mahican Town,[],107,OH,,,near Heckford | St. Marys River & Maumee River,,,,,
Mahican Town,[],,08,,,Grand River,,,,,
Mahong,[],,,,,,,,,,
Mahoning Creek,['Mahony'],,PA,,,Pa & Ohio between Ravenna and Canfield,H,,40.93312,-79.46115,Mahoning Creek
Mahoning Creek Carbon County,['Mahoni'],,PA,,,,H,,40.93312,-79.46115,Mahoning Creek
Mahony,[],,,,,,,,39.03778,-94.94608,Mahon
Mahony,['Mahoni'],073,PA,,,Munsee Town on Allegheny River & place on Beaver Creek,,,,,
Mahony Creek,[],,PA,,,emptying into Beaver River,H,,,,
Mahony River,['Mahoning'],025,PA,,,,H,,,,
Makkinak,"['Mackinaw City', 'Michigan']",,,,,,,,45.7777,-84.72982,Mackinaw City
Malden,['also Fort Malden'],,08,,,,,,42.08339,-83.04985,Malden
Malden. Ontario,[],,,,,,,,,,
Manachningk,[],,,,,,,,,,
Manheim,[],071,PA,,,,,,40.16343,-76.39496,Manheim
Manor Land,['Conestoga Manor'],071,PA,,,Manor Township,,,,,
Marbletown,[],111,NY,,,,,,41.88343,-74.1132,Marbletown
Marienborn,[],,,DE,,,,,51.4,9.5,Marienborn
Marietta,[],,,,,,,,31.14101,-86.77718,Marietta
Marietta,[],167,OH,,,,,,39.41535,-81.45484,Marietta
Maryland,[],,MD,,,,,,39.00039,-76.74997,Maryland
Maschapinck Creek,"['Maschaping', 'Maschapunk']",,,,,,H,,,,
Massachusetts,[],,MA,,,,,,42.36565,-71.10832,Massachusetts
Massass Town,[],,OH,,,,,,,,
Massassung,[],015,PA,,,Wyalusing Township,,,,,
Massch-piuk,['Delaware'],,,,,Wonderful Water,,,42.91679,-81.41646,Delaware
Maumee Bay,['Miami'],,,,,also Tawa Bay,H,,41.72144,-83.40465,Maumee Bay
Maumee Point,[],,MI,,,place on north side of Maumee Bay,S,,,,
Maumee River,"['Miami', 'often called Miami', 'Great Miami', 'Miami of the Lake', 'Tawa River']",,OH,,,O,H,,41.69949,-83.45993,Maumee River
Meamkekak,[],,OH,,,Great Shawnee Town,,,,,
Meemkekak,[],,,,,,,,,,
Melelagamogak,[],,,,,,,,,,
Memekasing,[],,OH,,,Munsee Town,,,,,
Meniolagomeka,[],089,PA,,,Mission place,,,,,
Menissing,[],103,PA,,,,,,,,
Menissing,[],,PA,,,Lacawanna County,,,,,
Menissing Lacawanna County,"['also Menissing Town', 'Munsee Town']",,PA,,,,,,,,
Mennesing,[],,,,,Pennsylvania and New Jersey | place on Delaware River,,,,,
Mensing,[],,,,,,,,,,
Meschascungk,[],,,,,,,,,,
Meschascungk on Susquehanna River,"['Meschaschcung', 'Mesaskung', ""M'schaschcung"", ""M'saschkung"", 'Mesachkung']",,PA,,,,H,,,,
Meshcascungk,[],,,,,,,,,,
Mesheppen Creek,['Meshopping'],131,PA,,,,H,,41.61258,-76.05048,Meshoppen Creek
Mexico,[],,,MX,,,,,19.4,-99.73333,Mexico
Miami Bay,['Maumee'],,,,,,H,,41.72144,-83.40465,Maumee Bay
Miami River,"['Great Miami', 'Maumee', 'Great Niami']",,OH,,,Ohio-Indians & Ohio-Indiana & Great Miami River | also Unami,H,,39.10867,-84.81439,Great Miami River
Miami Towns,['Maumee'],,IN,,,,,,39.02116,-86.26165,Maumee
Michigan,[],,MI,,,,,,44.25029,-85.50033,Michigan
Michilimakinac,[],,,,,,,,,,
Michillimakinac,[],,MI,,,,T,,,,
Michler's Tavern,[],,,,,,,,,,
Middle Mountain Franklin County,['also Kittanning Mountain'],,PA,,,,T,,41.23648,-75.27713,Middle Mountain
Middletown,['Middle Town'],043,PA,,,,,,40.19981,-76.73108,Middletown
Mifflin County,[],087,PA,,,,,,40.61041,-77.61704,Mifflin County
Mihillusing,[],,,,,Wyalusing. Pennsylvania,T,Bradford County,,,
Milford,['Old Milford'],009,CT,,,,,,41.22232,-73.0565,Milford
Milk River,[],,MI,,,,H,Milk River,42.46059,-82.87547,Milk River
Mineral Spring,[],025,PA,,,Gesundbunnen,,,,,
Mingee Town,[],,,,,Sandusky River,,,,,
Mingo Town,[],,,,,Ohio River,,,,,
Minisink,[],,PA,,,Upper Delaware River,,,40.99871,-75.13712,Minisink Hills
Minnissing,[],,,,,Minissink,,,,,
Miskanika,[],,,,,,,,,,
Mississinnawa,[],,IN,,,tributary of Wabash River | also Lemachtschesink,,,40.26504,-85.12414,Mississinewa Church
Mississippi River,[],,,,,,H,,45.43341,-76.28268,Mississippi River
Mississippi River and area,[],,,,,,L,,45.3,-93.77611,Mississippi River Park
Mississippi Territory,[],,,,,,L,,,,
Missouri River,[],,,,,,H,,38.8136,-90.1198,Missouri River
Mittesagi,[],,08,,,also Warpoles,,,,,
Moch-a-weam-ing,['Delaware'],,,,,where water runs through large clear flats,,,42.91679,-81.41646,Delaware
Mocheslachpisisink,[],,,,,,,,,,
Mochkawunke,[],,,,,tributary of Allegheny River,,,,,
Mochwesung,['Mochwessung'],,OH,,,Munsee town on Muskingum River,,,,,
Moden Creek,[],,,,,,H,,,,
Mohanatony,['Mohanatoney'],,PA,,,,,,,,
Mohawk River,[],,NY,,,,H,,42.76091,-73.68706,Mohawk River
Mohawk town,[],,08,,,Brantford | Brand's Town,,,43.13391,-80.23158,Mohawk Lake
Mohawk village,[],,08,,,Brandt's Town near Brantford,,,,,
Mombaccus,['Monbacos'],111,NY,,,Rochester Township,,,41.81509,-74.31154,Mombaccus
Monnuhhuhtounuk,[],,,,,,,,,,
Monocacy Creek,[],,PA,,,,H,,40.25982,-75.76519,Monocacy Creek
Monocacy River,"['Manakosy', 'Manakosi']",,MD,,,,H,,39.22288,-77.45415,Monocacy River
Monongahela,"['Monongahela', 'Monongahala']",,,,,,,,40.20313,-79.92616,Monongahela
Monongahela Hill,[],,,,,,T,,,,
Monongahela River,[],,PA,,,,H,,40.44174,-80.01616,Monongahela River
Montgomery County,[],091,PA,,,,,,40.21083,-75.3673,Montgomery County
Montmirail,[],,,CH,,,,,47.01654,7.02622,Montmirail
Montreal,[],06,10,CA,,,,,45.50884,-73.58781,Montreal
Mooch-han-nook,['Delaware'],,,,,Large River,,,42.91679,-81.41646,Delaware
Moravia,[],,,,,,,,35.11922,-99.51009,Moravia
Morgantown,[],,WV,,,,,,39.62953,-79.9559,Morgantown
Morristown,[],,NJ,,,,,,40.42511,-74.25376,Morristown
Morristown,[],013,OH,,,,,,40.06313,-81.07427,Morristown
Moscow,[],,,RU,,,,,55.75222,37.61556,Moscow
Mount Joy,[],071,PA,,,,,,40.10982,-76.5033,Mount Joy
Mount Pleasant,[],081,OH,,,,,,40.17535,-80.79786,Mount Pleasant
Mount Rock,[],041,PA,,,,,,40.16064,-77.31721,Mount Rock
Muddy Creek,['Moden Creek'],,,,,Pa,H,Lancaster County,46.41684,-63.94873,Muddy Creek
Muncey,[],,08,,,Thames River,,,42.82132,-81.44094,Muncey
Muncie,[],035,IN,,,,,,40.19338,-85.38636,Muncie
Munsee Town,['Moncy'],,OH,,,near Lower Sandusky & Petquotting River & Sandusky River,,,,,
Munsee Town,['Muntzy'],,08,,,on Thames River above Fairfield & Thames River,,,,,
Munsee town,[],,08,,,Grand River,,,,,
Musconetcong,['Miskanika'],,NJ,,,River and Mountain,,,40.59232,-75.18879,Musconetcong River
Muskingum,[],,OH,,,River and area,,,39.41619,-81.45818,Muskingum Park
Muskingum Camp,[],,,,,,,,39.96542,-81.94438,Muskingum County
Muskingum River,[],,,,,,H,,39.40924,-81.45623,Muskingum River
Muskingum River and Country,['Muschkingum'],,OH,,,,H,,39.40924,-81.45623,Muskingum River
Nain,[],,PA,,,near Bethlehem & Labrador & Bethlehem,,,,,
Nanticoke,['Nanticoke Town'],079,PA,,,,,,41.20536,-76.00492,Nanticoke
Nanticoke Town,[],079,PA,,,,,,41.20536,-76.00492,Nanticoke
Nanticoke Town,[],,,,,,,,42.80011,-80.06635,Nanticoke
Narrows,[],031,NY,,,south end of Lake Champlain | The,,,,,
Natowesibi,"['Petquotting', 'Natewssibi']",,OH,,,Chippewa name for Huron River,,,,,
Nazareth,[],,PA,,,,,,40.74038,-75.30962,Nazareth
Nazareth Hall,[],,,,,,,,45.03913,-93.16911,Nazareth Hall
Negausibis,[],,08,,,Aux Bables | Sand River,,,,,
Negro Town,[],,,,,Ohio near Upper Sandusky,,,,,
Nenachquejank,[],,08,,,Bay on Lake St. Clair,,,,,
Nescopeck,[],,PA,,,,,,41.05203,-76.22077,Nescopeck
Nescopeck,"['Neeskipecky Neschopega', 'also Neskopeke', 'etc.', 'Neskopeko', 'Nessgabeke']",079,PA,,,,,,41.05203,-76.22077,Nescopeck
Neshaminy,['New Shammony'],017,PA,,,,,,40.22955,-75.13878,Neshaminy
Neu Tupeeking,[],,,,,,,,,,
Neu-Herrnhuth,[],,,GL,,,,,,,
Neusals,[],,,DE,,,,,,,
Neuwied,[],,,DE,,,,,50.4336,7.47057,Neuwied
New Connecticut,[],,,,,,,,42.27313,-76.14798,New Connecticut
New England,[],,,,,,,,53.05006,-105.40102,New England
New Fairfield,[],001,CT,,,,,,41.46648,-73.48568,New Fairfield
New Fairfield,[],,,,,,,,39.50699,-84.97246,New Fairfield
New France,[],,,,,,,,44.31685,-65.76714,New France
New Hampshire,[],,NH,,,,,,43.66702,-71.4998,New Hampshire
New Haven,[],,CT,,,,,,41.30815,-72.92816,New Haven
New Jersey,"['the Jerseys', 'Brunswick', 'Brownschweig', 'The Jerseys', 'Braunschweig', 'also East Jersey']",,NJ,JE,,,,,,,
New Jersey,[],,NJ,GL,,later called Hope,,,,,
New Lancaster,[],045,OH,,,Lancaster,,,,,
New Lisbon,[],029,OH,,,Lisbon,,,,,
New London,[],,CT,,,,,,41.35565,-72.09952,New London
New London County,[],011,CT,,,,,,41.46678,-72.1065,New London County
New Milford,[],005,CT,,,,,,41.57704,-73.40845,New Milford
New Niagara,[],,,,,,,,,,
New Orleans,[],,LA,,,,,,29.95465,-90.07507,New Orleans
New Philadelphia,[],,OH,,,,,,40.48979,-81.44567,New Philadelphia
New Purchase,[],,PA,,,area in north-west Ohio,,,,,
New River,[],,WV,,,,H,,38.16177,-81.1965,New River
New River,[],,VA,,,,H,,,,
New Salem,[],157,OH,,,,,,,,
New Salem,[],043,OH,,,,,,,,
New Salem,[],,,,,,,,45.42341,-64.78989,New Salem
New Shammony,[],,,,,,,,,,
New Spain,[],,,,,,,,,,
New Stockbridge,[],,NY,,,Christian Mahican settlement,,,,,
New Town,[],017,PA,,,,,,,,
New York,[],,NY,,,,,,43.00035,-75.4999,New York
New York City,[],,,,,,,,40.71427,-74.00597,New York City
New York State,[],,,,,,,,,,
Newark,[],,,,,,,,42.97449,-80.68678,Newark
Newark on Niagara River,[],,08,,,,H,,43.26681,-79.04957,Niagara River
Newcomerstown,[],,OH,,,see Gekelemukpechunk,,,40.27229,-81.60595,Newcomerstown
Newell,['Newelstown'],051,PA,,,,,,40.07563,-79.8981,Newell
Newfoundland,[],,,,,,,,48.56476,-55.77879,Newfoundland
Newtown,[],001,CT,,,,,,41.41398,-73.30345,Newtown
Newtown,['Newton'],,NY,,,site of Elmira,,,42.53895,-78.95698,Newtown
Neyachquoank,[],,,,,near St. Clair River,,,,,
Niagara,[],,NY,,,,,,,,
Niagara Falls,[],,,,,,H,,43.08342,-79.06627,Niagara Falls
Niagara Hill,[],,,,,,T,,,,
Niagara-on-the-Lake,['Niagaratown'],,08,,,,,,43.25655,-79.08527,Niagara-on-the-Lake
North Bend,[],061,OH,,,,,,39.15256,-84.748,North Bend
